Variable,Close,Close,Close,Close,Close
Ticker,Ehereum,Bitcoin,Tether,Doge,BNB
Date,,,,,
2023/3/31,1822.02,28478.48,1.0001,0.07703,317.04
2023/3/30,1792.74,28033.56,1.0001,0.07424,316.57
2023/3/29,1793,28348.44,0.9999,0.07563,313.84
2023/3/28,1772.79,27268.13,1.0003,0.07382,313.26
2023/3/27,1715.46,27139.89,1.0002,0.07289,310.95
2023/3/26,1775.68,27994.33,1.0009,0.07442,328.89
2023/3/25,1743.76,27494.71,1.0008,0.07404,322.67
2023/3/24,1752.04,27493.29,1.0013,0.07468,322.36
2023/3/23,1816.41,28333.97,1.001,0.07741,329.84
2023/3/22,1737.72,27307.44,1.0019,0.074,321.89
2023/3/21,1806.76,28175.82,1.0015,0.07689,335.31
2023/3/20,1735.32,27767.24,1.0018,0.07149,332.92
2023/3/19,1785.58,28038.67,1.003,0.07481,336.98
2023/3/18,1761.66,26965.88,1.0023,0.07305,331.52
2023/3/17,1792.49,27423.93,1.0023,0.07651,339.08
2023/3/16,1677.22,25052.79,1.0021,0.07272,329.86
2023/3/15,1656.18,24375.96,1.0039,0.06987,307.12
2023/3/14,1703.51,24746.07,1.0032,0.07479,309.37
2023/3/13,1680.31,24197.53,1.0039,0.07304,308.91
2023/3/12,1590.29,22163.95,1.0071,0.071,289.68
2023/3/11,1482.62,20632.41,1.0077,0.06659,277.96
2023/3/10,1429.16,20187.24,1.003,0.06583,277.42
2023/3/9,1438.66,20363.02,0.9999,0.06599,277.3
2023/3/8,1534.09,21718.08,1,0.07113,286.87
2023/3/7,1561.93,22219.77,1,0.07405,289.34
2023/3/6,1567.4,22429.76,1,0.0748,288.05
2023/3/5,1564.47,22435.51,1.0001,0.07479,288.7
2023/3/4,1566.92,22353.35,1.0001,0.07456,289.5
2023/3/3,1569.17,22362.68,1.0001,0.07678,290.28
2023/3/2,1647.32,23475.47,1.0001,0.08052,299.95
2023/3/1,1663.43,23646.55,1.0001,0.08196,302.91
2023/2/28,1605.9,23147.35,1.0002,0.08075,301.47
2023/2/27,1634.33,23522.87,1.0002,0.08135,304.86
2023/2/26,1640.82,23561.21,1.0001,0.0822,309
2023/2/25,1594.91,23175.38,1.0001,0.08079,302.38
2023/2/24,1608.37,23198.13,1.0001,0.0809,302.05
2023/2/23,1651.07,23947.49,1.0001,0.08429,308.53
2023/2/22,1643.23,24188.84,1.0001,0.08553,312.78
2023/2/21,1658.04,24436.35,1.0001,0.08541,311.47
2023/2/20,1702.68,24829.15,1.0002,0.08821,315.38
2023/2/19,1681.44,24327.64,1.0002,0.08697,311.94
2023/2/18,1691.82,24641.28,1.0002,0.08893,316.68
2023/2/17,1694.78,24565.6,1.0002,0.08777,313.38
2023/2/16,1640.07,23623.47,1.0002,0.08504,304.76
2023/2/15,1673.75,24307.84,1.0002,0.08929,317.17
2023/2/14,1556.88,22220.8,1.0004,0.08353,296.12
2023/2/13,1507.17,21808.1,1.0009,0.08216,294.48
2023/2/12,1515.03,21788.2,1.0002,0.08214,312.93
2023/2/11,1539.93,21870.87,1.0002,0.08237,310.62
2023/2/10,1514.87,21651.18,1.0002,0.08109,305.95
2023/2/9,1546.44,21819.04,1.0002,0.08148,305.96
2023/2/8,1650.72,22939.4,1.0001,0.09016,328.09
2023/2/7,1672,23264.29,1.0001,0.09258,333.23
2023/2/6,1616.25,22760.11,1.0001,0.08955,324.63
2023/2/5,1631.65,22955.67,1.0002,0.0921,327.87
2023/2/4,1667.06,23331.85,1.0001,0.09578,330.62
2023/2/3,1664.75,23449.32,1.0001,0.09299,332.27
2023/2/2,1643.24,23471.87,1.0001,0.09098,323.35
2023/2/1,1641.79,23723.77,1.0001,0.09417,317.47
2023/1/31,1586.54,23139.28,1.0001,0.09617,312.36
2023/1/30,1567.33,22840.14,1.0001,0.08834,307.07
2023/1/29,1646.16,23774.57,1.0001,0.09023,317.34
2023/1/28,1572.44,23031.09,1.0002,0.08779,306.24
2023/1/27,1598.16,23078.73,1.0002,0.08712,308.12
2023/1/26,1603.11,23032.78,1.0001,0.08637,304.87
2023/1/25,1611.71,23117.86,1.0002,0.08659,307.31
2023/1/24,1556.6,22636.47,1.0001,0.08395,300.61
2023/1/23,1628.25,22934.43,1.0002,0.08861,305.5
2023/1/22,1628.38,22720.42,1.0002,0.0883,303.05
2023/1/21,1627.12,22777.63,1.0002,0.08476,299.26
2023/1/20,1659.75,22676.55,1.0002,0.0864,304.97
2023/1/19,1552.56,21086.79,1,0.08166,294.85
2023/1/18,1515.51,20688.78,0.9999,0.08019,286.99
2023/1/17,1567.85,21161.52,1.0001,0.08298,299.82
2023/1/16,1576.83,21169.63,1.0001,0.08364,299
2023/1/15,1552.48,20880.8,1.0004,0.08613,302.07
2023/1/14,1550.71,20976.3,1.0002,0.08732,305.24
2023/1/13,1451.61,19909.57,1.0002,0.08444,293.73
2023/1/12,1417.94,18869.59,1.0001,0.08029,287.81
2023/1/11,1387.93,17943.9,1,0.07815,285.05
2023/1/10,1336.59,17446.29,1.0001,0.07773,277.29
2023/1/9,1321.54,17196.55,0.9999,0.07578,272.7
2023/1/8,1287.36,17091.14,0.9999,0.0736,274.39
2023/1/7,1264.27,16955.08,0.9999,0.07222,261.28
2023/1/6,1269.38,16951.97,0.9997,0.07247,259.87
2023/1/5,1250.44,16836.74,0.9997,0.07155,256.42
2023/1/4,1256.53,16863.24,0.9998,0.07324,259.12
2023/1/3,1214.78,16679.86,0.9998,0.07047,246.13
2023/1/2,1214.66,16688.47,0.9998,0.07145,245.54
2023/1/1,1200.96,16625.08,0.9997,0.07022,244.14
2022/12/31,1196.77,16547.5,0.9997,0.07029,246.35
2022/12/30,1199.23,16602.59,0.9997,0.0684,245.78
2022/12/29,1201.6,16642.34,0.9997,0.07104,246.48
2022/12/28,1189.99,16552.57,0.9997,0.07038,244.14
2022/12/27,1212.79,16717.17,0.9999,0.07372,246.6
2022/12/26,1226.97,16919.81,0.9999,0.07578,244.2
2022/12/25,1218.96,16841.99,0.9999,0.07595,243.14
2022/12/24,1221.15,16847.76,0.9999,0.07765,244.64
2022/12/23,1220.16,16796.95,0.9999,0.07713,246.15
2022/12/22,1218.18,16830.34,1,0.07697,245.89
2022/12/21,1213.6,16817.53,1.0001,0.07368,246.05
2022/12/20,1217.7,16906.31,1.0001,0.07493,251.74
2022/12/19,1167.61,16439.68,1.0001,0.07143,240.66
2022/12/18,1184.72,16757.98,1.0002,0.07864,251.16
2022/12/17,1188.15,16795.09,1.0002,0.07927,242.53
2022/12/16,1168.26,16647.48,1.0002,0.07594,231.23
2022/12/15,1266.35,17364.86,1.0001,0.08472,258.27
2022/12/14,1309.33,17815.65,1.0001,0.08851,268.23
2022/12/13,1320.55,17781.32,1,0.09094,271.95
2022/12/12,1274.62,17206.44,1.0001,0.09026,276.28
2022/12/11,1263.87,17104.19,1.0001,0.09287,284.39
2022/12/10,1266.38,17128.72,1,0.09646,288.13
2022/12/9,1264.28,17133.15,1.0001,0.09666,286.09
2022/12/8,1281.12,17233.47,1.0001,0.09854,290.54
2022/12/7,1232.44,16848.13,1,0.09578,284.28
2022/12/6,1271.65,17089.5,1.0001,0.1003,290.35
2022/12/5,1259.68,16974.83,1.0001,0.1015,288.47
2022/12/4,1280.26,17130.49,1.0001,0.1043,292.29
2022/12/3,1243.33,16908.24,1.0001,0.09982,290.56
2022/12/2,1294.3,17088.66,1.0001,0.1021,293.53
2022/12/1,1276.27,16967.13,1,0.1016,292.02
2022/11/30,1295.69,17168.57,1,0.1069,300.79
2022/11/29,1216.9,16444.98,0.9997,0.1019,295.5
2022/11/28,1170.09,16217.32,0.9997,0.09512,293.53
2022/11/27,1195.13,16444.63,0.9996,0.09871,307.43
2022/11/26,1205.9,16464.28,0.9996,0.08899,311.39
2022/11/25,1198.93,16521.84,0.9996,0.08948,300.58
2022/11/24,1203.98,16604.47,0.9994,0.08148,300.43
2022/11/23,1183.2,16610.71,0.9992,0.08179,297.85
2022/11/22,1135.17,16189.77,0.9992,0.07849,266.32
2022/11/21,1108.35,15787.28,0.9991,0.07471,254.17
2022/11/20,1142.47,16291.83,0.999,0.07717,264.24
2022/11/19,1218.43,16711.55,0.9991,0.08458,272.4
2022/11/18,1212.3,16697.78,0.9992,0.08467,273.92
2022/11/17,1200.81,16687.52,0.9994,0.08477,267.91
2022/11/16,1215.6,16669.44,0.9992,0.08558,272.08
2022/11/15,1251.74,16884.61,0.9991,0.08697,276.87
2022/11/14,1241.6,16618.2,0.999,0.08588,278.58
2022/11/13,1221.82,16353.37,0.9988,0.08489,276.58
2022/11/12,1255.27,16799.18,0.9986,0.08804,282.34
2022/11/11,1287.22,17034.29,0.9982,0.08489,289.82
2022/11/10,1299.46,17586.77,0.9978,0.08979,304.08
2022/11/9,1100.17,15880.78,0.9986,0.07429,266.85
2022/11/8,1332.84,18541.27,1,0.08841,327.69
2022/11/7,1568.59,20602.82,1.0001,0.1113,337.01
2022/11/6,1572.23,20926.49,1.0001,0.1146,339.39
2022/11/5,1627.97,21282.69,1.0001,0.1244,349.25
2022/11/4,1645.09,21147.23,1.0001,0.1263,354.41
2022/11/3,1531.54,20209.99,1,0.1226,329.72
2022/11/2,1519.71,20159.5,0.9999,0.1278,320.15
2022/11/1,1579.7,20485.27,0.9999,0.1426,324.58
2022/10/31,1572.71,20495.77,0.9999,0.127,326.36
2022/10/30,1590.78,20635.6,1.0002,0.1178,313.75
2022/10/29,1619.7,20818.48,1.0002,0.1216,304.22
2022/10/28,1555.48,20595.35,1.0001,0.0839,298.01
2022/10/27,1514.37,20285.84,1.0001,0.07702,286.84
2022/10/26,1566.57,20770.44,1.0002,0.0728,290.38
2022/10/25,1461.67,20095.86,1.0002,0.06288,284.43
2022/10/24,1345,19345.57,1.0001,0.05951,273.98
2022/10/23,1363.45,19567.01,1.0001,0.06035,276.01
2022/10/22,1314.3,19208.19,1.0001,0.05969,270.48
2022/10/21,1299.95,19172.47,1.0001,0.05933,270.04
2022/10/20,1283.2,19053.74,0.9999,0.05954,269.27
2022/10/19,1285.74,19139.53,1.0001,0.05871,271.98
2022/10/18,1310.45,19334.42,1.0001,0.05978,273.21
2022/10/17,1331.71,19550.76,1.0001,0.05994,275.51
2022/10/16,1306.3,19268.09,1.0001,0.05891,272.52
2022/10/15,1274.87,19067.64,1.0001,0.05858,268.4
2022/10/14,1297.42,19185.66,1.0001,0.05864,269.57
2022/10/13,1288.12,19382.9,1.0001,0.05967,271.85
2022/10/12,1294.91,19157.45,0.9999,0.05988,270.97
2022/10/11,1279.58,19051.42,0.9999,0.06026,271.37
2022/10/10,1291.34,19141.48,1,0.05951,271.81
2022/10/9,1322.6,19446.43,1.0002,0.06216,278.24
2022/10/8,1315.5,19416.57,1.0001,0.06168,276.47
2022/10/7,1332.52,19546.85,1.0001,0.06241,283.18
2022/10/6,1351.71,19955.44,1.0001,0.06344,286.63
2022/10/5,1352.84,20160.72,1.0001,0.06473,294.14
2022/10/4,1362.13,20336.84,1.0003,0.06596,296.3
2022/10/3,1323.44,19623.58,1.0001,0.06038,287.03
2022/10/2,1276.09,19044.11,1.0001,0.05929,284.43
2022/10/1,1311.64,19312.09,1,0.06063,282.87
2022/9/30,1327.98,19431.79,1,0.06165,284.19
2022/9/29,1335.65,19573.05,1.0001,0.06073,283.79
2022/9/28,1337.41,19426.72,0.9999,0.06062,281.78
2022/9/27,1330.13,19110.55,0.9999,0.06061,272.4
2022/9/26,1335.32,19222.67,0.9999,0.06109,275.93
2022/9/25,1294.22,18802.1,1.0001,0.06115,274.06
2022/9/24,1317.99,18937.01,1,0.06323,275.14
2022/9/23,1328.26,19297.64,0.9999,0.06334,276.63
2022/9/22,1327.68,19413.55,0.9999,0.0596,275.5
2022/9/21,1252.61,18547.4,1.0001,0.0574,264.79
2022/9/20,1324.39,18890.79,1.0001,0.05842,266.37
2022/9/19,1377.54,19544.13,1.0001,0.05861,272.07
2022/9/18,1335.33,19419.51,1,0.05752,266.31
2022/9/17,1469.74,20127.58,1.0001,0.06221,279.25
2022/9/16,1432.45,19772.58,0.9999,0.06042,274.65
2022/9/15,1471.69,19701.21,1,0.05879,270.81
2022/9/14,1634.76,20241.09,1.0001,0.06117,279.39
2022/9/13,1580.79,20296.71,1,0.06013,277.58
2022/9/12,1713.77,22370.45,1.0002,0.0639,293.66
2022/9/11,1761.8,21769.26,1.0003,0.06371,295.16
2022/9/10,1776.2,21680.54,1.0003,0.06478,296.97
2022/9/9,1719.09,21381.15,1.0002,0.06402,293.41
2022/9/8,1635.35,19329.83,1.0001,0.06098,280.58
2022/9/7,1629.91,19290.32,1.0001,0.0611,278.76
2022/9/6,1561.75,18837.67,1,0.05898,262.67
2022/9/5,1617.18,19812.37,1,0.06274,276.69
2022/9/4,1577.64,19986.71,1.0001,0.06323,278.84
2022/9/3,1556.87,19832.09,1.0001,0.06269,277.78
2022/9/2,1577.22,19969.77,1.0001,0.06163,277.42
2022/9/1,1586.18,20127.14,1,0.06237,278.42
2022/8/31,1553.68,20049.76,1,0.06133,279.24
2022/8/30,1523.84,19796.81,1.0001,0.06153,281.43
2022/8/29,1553.04,20297.99,1,0.06389,286.22
2022/8/28,1430.55,19616.81,1,0.06179,276.25
2022/8/27,1491.4,20041.74,1,0.06359,277.8
2022/8/26,1507.78,20260.02,1,0.06357,279.6
2022/8/25,1696.46,21600.91,1.0001,0.06909,301.58
2022/8/24,1657.06,21395.02,1,0.06799,296.45
2022/8/23,1662.77,21528.09,0.9999,0.06877,299.03
2022/8/22,1622.51,21398.91,0.9999,0.06839,300.56
2022/8/21,1619.32,21534.12,0.9999,0.06945,302.06
2022/8/20,1577,21166.06,0.9999,0.06954,283.69
2022/8/19,1612.99,20877.55,1.0001,0.06794,279.72
2022/8/18,1847.01,23212.74,0.9999,0.07508,298.14
2022/8/17,1833,23336,1.0001,0.08015,306.64
2022/8/16,1878.14,23883.29,1.0001,0.08696,316.42
2022/8/15,1904.23,24136.97,1.0002,0.07672,319.89
2022/8/14,1936.8,24319.33,1.0003,0.08169,317.99
2022/8/13,1981.34,24424.07,1.0004,0.07284,323.87
2022/8/12,1957.25,24402.82,1.0003,0.07235,327.51
2022/8/11,1881.22,23957.53,1.0004,0.07093,323.8
2022/8/10,1851.74,23947.64,1.0003,0.0712,328.47
2022/8/9,1703.03,23164.32,1.0002,0.06913,324.91
2022/8/8,1775.52,23809.49,1.0002,0.07005,324.8
2022/8/7,1699.35,23175.89,1.0001,0.06894,322.92
2022/8/6,1691.66,22961.28,1.0001,0.06867,315.07
2022/8/5,1732.25,23289.31,1,0.06976,315.19
2022/8/4,1608.21,22630.96,1.0001,0.06736,310.71
2022/8/3,1618.87,22846.51,1.0002,0.0662,298.36
2022/8/2,1632.95,22978.12,1.0002,0.06669,283.82
2022/8/1,1635.2,23314.2,1.0002,0.06873,283.54
2022/7/31,1681.52,23336.9,1.0003,0.06827,283.58
2022/7/30,1695.97,23656.21,1.0003,0.06964,287.54
2022/7/29,1727.41,23804.63,1.0003,0.06891,293.95
2022/7/28,1725.47,23843.89,1.0002,0.06911,277.29
2022/7/27,1636.23,22930.55,1.0003,0.06702,271.5
2022/7/26,1441.81,21239.75,1,0.06251,248.96
2022/7/25,1445.38,21361.7,1.0001,0.06231,245.15
2022/7/24,1599.48,22609.16,1,0.06772,261.86
2022/7/23,1549.3,22465.48,1,0.06812,259.46
2022/7/22,1537.41,22714.98,1.0001,0.06756,262.88
2022/7/21,1576.75,23164.63,1.0001,0.06996,265.46
2022/7/20,1520.2,23231.73,1.0001,0.07012,258.34
2022/7/19,1542.98,23389.43,1.0001,0.06901,268.82
2022/7/18,1578.72,22485.69,0.9998,0.06772,264.89
2022/7/17,1338.64,20779.34,0.9997,0.06311,247.85
2022/7/16,1352.63,21190.32,0.9998,0.06428,249.59
2022/7/15,1233.13,20836.33,0.9997,0.06304,238.57
2022/7/14,1191.53,20569.92,0.9994,0.06239,238.16
2022/7/13,1113.59,20212.07,0.9994,0.06195,230.52
2022/7/12,1038.19,19323.91,0.9993,0.06009,220.46
2022/7/11,1097.24,19970.56,0.9992,0.06185,225.86
2022/7/10,1168.4,20860.45,0.9995,0.06726,234.66
2022/7/9,1216.98,21592.21,0.9995,0.06951,243.24
2022/7/8,1222.51,21731.12,0.9994,0.06926,240.75
2022/7/7,1237.59,21637.59,0.9994,0.07062,241.54
2022/7/6,1186.97,20548.25,0.9991,0.06858,238.5
2022/7/5,1134.54,20190.11,0.9991,0.06715,230.85
2022/7/4,1151.06,20231.26,0.9991,0.06947,231.57
2022/7/3,1073.77,19297.08,0.9991,0.06718,218.98
2022/7/2,1066.51,19242.26,0.999,0.0667,218.04
2022/7/1,1059.77,19269.37,0.9989,0.06617,216.02
2022/6/30,1067.3,19784.73,0.9988,0.06609,219.3
2022/6/29,1098.94,20104.02,0.9989,0.06947,219.28
2022/6/28,1144.58,20280.64,0.9988,0.06596,226.93
2022/6/27,1193.68,20735.48,0.9991,0.07224,233.65
2022/6/26,1199.83,21027.3,0.9994,0.07318,233.86
2022/6/25,1243.45,21502.34,0.9995,0.0685,239.69
2022/6/24,1226.84,21231.66,0.9993,0.06712,240.24
2022/6/23,1143.39,21085.88,0.9993,0.06403,228.95
2022/6/22,1051.42,19987.03,0.9991,0.06171,214.26
2022/6/21,1124.82,20710.6,0.9991,0.06557,219.5
2022/6/20,1127.64,20599.54,0.999,0.06018,216.93
2022/6/19,1127.66,20553.27,0.999,0.0604,214.92
2022/6/18,993.64,19017.64,0.9987,0.05301,197.04
2022/6/17,1086.52,20471.48,0.999,0.05699,215.89
2022/6/16,1067.73,20381.65,0.9989,0.05503,209.54
2022/6/15,1233.21,22572.84,0.9989,0.063,233.4
2022/6/14,1211.66,22206.79,0.999,0.05559,223.22
2022/6/13,1204.58,22487.39,0.9986,0.05392,222.51
2022/6/12,1445.22,26762.65,0.9991,0.06434,255.95
2022/6/11,1529.66,28360.81,0.999,0.0699,269.49
2022/6/10,1665.04,29083.8,0.9992,0.07545,286.05
2022/6/9,1789.83,30112,0.9993,0.07934,289.92
2022/6/8,1793.57,30214.36,0.9993,0.07944,288.62
2022/6/7,1814.05,31155.48,0.9994,0.08051,290.34
2022/6/6,1859.29,31370.67,0.9993,0.08253,295.4
2022/6/5,1805.2,29906.66,0.9993,0.08123,298.93
2022/6/4,1801.61,29832.91,0.9993,0.08178,301.63
2022/6/3,1775.08,29704.39,0.9992,0.08044,298.4
2022/6/2,1834.15,30467.49,0.9993,0.08277,308.1
2022/6/1,1823.57,29799.08,0.9993,0.08106,300.5
2022/5/31,1942.33,31792.31,0.9994,0.08586,320.49
2022/5/30,1996.44,31726.39,0.9994,0.08787,321.75
2022/5/29,1812.03,29445.96,0.9992,0.08269,305.98
2022/5/28,1792.42,29023.49,0.999,0.08184,307.82
2022/5/27,1724.92,28627.57,0.9989,0.08133,300.97
2022/5/26,1803.91,29267.22,0.9989,0.07825,304.96
2022/5/25,1944.83,29562.36,0.999,0.08299,325.73
2022/5/24,1978.98,29655.59,0.9991,0.08364,328.19
2022/5/23,1972.18,29098.91,0.9991,0.08325,316.76
2022/5/22,2043.17,30323.72,0.9991,0.08611,319.61
2022/5/21,1974.52,29432.23,0.9988,0.08446,312.47
2022/5/20,1961.32,29200.74,0.9988,0.08398,302.36
2022/5/19,2018.34,30314.33,0.999,0.08672,306.79
2022/5/18,1916.66,28720.27,0.9988,0.08365,287.44
2022/5/17,2090.41,30425.86,0.9989,0.09021,305.96
2022/5/16,2022.73,29862.92,0.9988,0.08784,297.71
2022/5/15,2145.71,31305.11,0.9991,0.09284,312.01
2022/5/14,2056.27,30101.27,0.9988,0.0898,297.39
2022/5/13,2014.42,29283.1,0.9982,0.08833,290.58
2022/5/12,1961.7,29047.75,0.9976,0.08267,269.41
2022/5/11,2072.11,28936.36,0.9959,0.08458,269.96
2022/5/10,2343.51,31022.91,0.9998,0.1085,319.33
2022/5/9,2245.43,30296.95,0.9999,0.1048,299.35
2022/5/8,2517.46,34059.26,0.9999,0.1242,355.4
2022/5/7,2636.09,35501.95,0.9999,0.1275,365.68
2022/5/6,2694.98,36040.92,0.9999,0.1279,379.3
2022/5/5,2749.21,36575.14,0.9999,0.1284,378.77
2022/5/4,2940.64,39698.37,1,0.1358,402.5
2022/5/3,2783.48,37750.45,1,0.1295,383.48
2022/5/2,2857.41,38529.33,0.9999,0.1309,389.67
2022/5/1,2827.76,38469.09,1.0001,0.1328,390.28
2022/4/30,2730.19,37714.88,1.0002,0.1276,377.77
2022/4/29,2815.6,38609.82,1,0.135,393.06
2022/4/28,2936.94,39773.83,1.0002,0.1374,406.72
2022/4/27,2888.93,39241.12,1.0002,0.1397,391.45
2022/4/26,2808.3,38117.46,1.0001,0.1378,385.48
2022/4/25,3009.39,40458.31,1.0001,0.158,404.35
2022/4/24,2922.73,39469.29,1.0003,0.1319,399.11
2022/4/23,2938.11,39486.73,1.0002,0.1342,401.65
2022/4/22,2964.84,39740.32,1.0002,0.1364,406.99
2022/4/21,2987.48,40527.36,1.0002,0.1364,405.02
2022/4/20,3077.75,41374.38,1.0002,0.1409,418.35
2022/4/19,3104.11,41502.75,1.0003,0.1427,422.39
2022/4/18,3057.61,40826.21,1.0002,0.1403,416.97
2022/4/17,2993.4,39716.95,1.0003,0.1395,407.38
2022/4/16,3062.31,40424.48,1.0003,0.1437,417.48
2022/4/15,3040.92,40553.46,1.0002,0.146,417.29
2022/4/14,3019.91,39935.52,1.0001,0.1439,414.66
2022/4/13,3118.34,41166.73,1.0003,0.1401,423.13
2022/4/12,3030.38,40127.18,1.0004,0.1381,413.87
2022/4/11,2981.05,39521.9,1.0003,0.1347,394.09
2022/4/10,3211.87,42207.67,1.0003,0.1495,418.59
2022/4/9,3261.92,42782.14,1.0004,0.1443,427.15
2022/4/8,3192.07,42287.66,1.0003,0.1425,421.68
2022/4/7,3233.27,43503.85,1.0003,0.1461,436.8
2022/4/6,3171.69,43206.74,1.0002,0.1434,420.15
2022/4/5,3411.79,45555.99,1.0002,0.1729,445.17
2022/4/4,3521.24,46622.67,1.0002,0.1486,447.52
2022/4/3,3522.83,46453.57,1.0003,0.1465,450.35
2022/4/2,3445.06,45868.95,1.0003,0.1389,436.96
2022/4/1,3449.55,46281.64,1.0004,0.1413,446.6
2022/3/31,3281.64,45538.68,1.0003,0.1378,428.92
2022/3/30,3385.16,47062.66,1.0003,0.1432,442.68
2022/3/29,3401.99,47465.73,1.0004,0.1445,434.51
2022/3/28,3336.63,47128.01,1.0004,0.1427,430.39
2022/3/27,3291.58,46820.49,1.0004,0.1447,430.5
2022/3/26,3143.18,44500.83,1.0004,0.1359,415.92
2022/3/25,3106.67,44348.73,1.0004,0.131,410.81
2022/3/24,3108.06,43960.93,1.0006,0.1365,414.13
2022/3/23,3031.07,42892.96,1.0004,0.1297,408.61
2022/3/22,2973.13,42358.81,1.0003,0.1225,404.31
2022/3/21,2897.98,41078,1.0003,0.1193,396.45
2022/3/20,2860.46,41247.82,1.0004,0.1192,390.77
2022/3/19,2946.26,42190.65,1.0005,0.1236,399.85
2022/3/18,2945.34,41801.15,1.0005,0.1193,397.65
2022/3/17,2814.85,40951.38,1.0005,0.1165,391.82
2022/3/16,2772.06,41143.93,1.0004,0.1169,385.53
2022/3/15,2620.15,39338.79,1.0003,0.1128,371.63
2022/3/14,2590.7,39666.76,1.0002,0.114,373.47
2022/3/13,2518.94,37849.66,1.0002,0.1116,361.85
2022/3/12,2574.75,38904.01,1.0001,0.1151,372.73
2022/3/11,2559.56,38794.97,1.0002,0.1156,372.18
2022/3/10,2608.05,39437.46,1.0006,0.1169,372.16
2022/3/9,2729.78,41982.93,1.0003,0.1216,393.56
2022/3/8,2576.75,38737.27,1.0003,0.117,381.96
2022/3/7,2497.77,38062.04,1.0001,0.1171,381.34
2022/3/6,2555.04,38419.98,1.0002,0.1208,375.01
2022/3/5,2664.83,39400.58,1.0003,0.125,384.87
2022/3/4,2617.16,39137.6,1.0002,0.1226,374.28
2022/3/3,2834.47,42451.79,1,0.1296,402.55
2022/3/2,2950.12,43924.12,1.0005,0.133,409
2022/3/1,2972.49,44354.64,1.0005,0.1339,408.48
2022/2/28,2919.2,43193.23,1.0004,0.1332,395.61
2022/2/27,2621.8,37709.78,1.0005,0.1231,360.53
2022/2/26,2781.11,39105.15,1.0004,0.1276,373.64
2022/2/25,2764.54,39214.22,1.0005,0.1276,374.91
2022/2/24,2598.07,38332.61,1.0006,0.1238,361.23
2022/2/23,2590.36,37296.57,1.0005,0.1278,366.54